feature,label,value,shap,zona
B3_B2,Green/Blue,3.1762031629243266,-2.174888044313763,LAGO MENOR
B3_B2,Green/Blue,1.6702156246187378,-1.8445391288297694,LAGO MENOR
B3_B2,Green/Blue,1.964829293184814,-2.584741550561124,LAGO MENOR
B3_B2,Green/Blue,1.039825697583964,-1.300770859180165,LAGO MENOR
B3_B2,Green/Blue,1.7880918055278106,-2.5519311030883856,LAGO MENOR
B3_B2,Green/Blue,1.759065128197814,-2.6378526192278526,LAGO MENOR
B3_B2,Green/Blue,1.183120956309928,-2.1209360173102243,LAGO MENOR
B3_B2,Green/Blue,1.1982291589656096,-1.3405354940946559,LAGO MENOR
B3_B2,Green/Blue,1.5467104245585248,-1.6005172769966864,LAGO MENOR
B3_B2,Green/Blue,1.382915003847225,-2.1052500998731074,LAGO MAYOR
B3_B2,Green/Blue,1.5042734185599191,-2.249519952133896,LAGO MAYOR
B3_B2,Green/Blue,1.3740418306570348,-2.0001924202963415,LAGO MAYOR
B3_B2,Green/Blue,1.139021171978295,-2.0640591486421753,LAGO MAYOR
B3_B2,Green/Blue,1.3588347836480543,-1.999417146661743,LAGO MAYOR
B3_B2,Green/Blue,1.186668784062349,-2.1352557047774336,LAGO MAYOR
B3_B2,Green/Blue,1.3105713911265315,-2.055310340962485,LAGO MAYOR
B3_B2,Green/Blue,9.068058079550743,-2.6789328129534127,LAGO MAYOR
B3_B2,Green/Blue,1.469252219802508,-2.6155271981228165,LAGO MAYOR
B3_B2,Green/Blue,1.1937521518514511,-2.2770661614497087,LAGO MAYOR
B3_B2,Green/Blue,1.2132435011880471,-1.7004228959051206,LAGO MAYOR
B3_B2,Green/Blue,1.6251614982696465,-1.9598535960299168,LAGO MAYOR
B3_B2,Green/Blue,1.2904920549215453,-1.5036711679327313,LAGO MAYOR
B3_B2,Green/Blue,1.3590147976313611,-1.63163362939294,LAGO MAYOR
B3_B2,Green/Blue,1.36711645918159,-1.7071349063903887,LAGO MAYOR
B3_B2,Green/Blue,1.443981614161532,-1.752872178526895,LAGO MAYOR
B3_B2,Green/Blue,1.0861081080181147,-1.837508804197209,LAGO MAYOR
B3_B2,Green/Blue,1.328958592611738,-1.683276256825253,LAGO MAYOR
